cvastrophoto version 0.1.0 [linux2], Log version 2.5. Log enabled at 2020-10-24 07:56:16


Controller Begins at 2020-10-24 07:56:18
Equipment Profile = default
Mount = N/A, Pier side = N/A
RA Minimum pulse = 50 ms
DEC Minimum pulse = 100 ms
RA Backlash comp, RA pulse = 50 ms, DEC pulse 50 ms
Time,mount,RADuration,RADirection,DECDuration,DECDirection,RADuty,DECDuty,RADriftSpeed,DECDriftSpeed,RAGearstate,DECGearState
1475.5263769626617,Mount,0,,342,S,0,-19658,0,0,0,0
1475.8877379894257,Mount,0,,342,S,0,-19316,0,0,0,0
1476.2323069572449,Mount,0,,342,S,0,-18974,0,0,0,0
1476.5772669315338,Mount,0,,342,S,0,-18632,0,0,0,0
1476.9220230579376,Mount,0,,342,S,0,-18290,0,0,0,0
1477.2670640945435,Mount,0,,342,S,0,-17948,0,0,0,0
1477.6113049983978,Mount,0,,342,S,0,-17606,0,0,0,0
1477.955178976059,Mount,0,,342,S,0,-17264,0,0,0,0
1478.2991790771484,Mount,0,,342,S,0,-16922,0,0,0,0
1478.6430950164795,Mount,0,,342,S,0,-16580,0,0,0,0
1478.9866421222687,Mount,0,,342,S,0,-16238,0,0,0,0
1479.3303000926971,Mount,0,,342,S,0,-15896,0,0,0,0
1479.674190044403,Mount,0,,342,S,0,-15554,0,0,0,0
1480.0181069374084,Mount,0,,342,S,0,-15212,0,0,0,0
1480.3619060516357,Mount,0,,342,S,0,-14870,0,0,0,0
1480.7058079242706,Mount,0,,342,S,0,-14528,0,0,0,0
1481.0502140522003,Mount,0,,342,S,0,-14186,0,0,0,0
1481.39408993721,Mount,0,,342,S,0,-13844,0,0,0,0
1481.7379570007324,Mount,0,,342,S,0,-13502,0,0,0,0
1482.0819261074066,Mount,0,,342,S,0,-13160,0,0,0,0
1482.4258480072021,Mount,0,,342,S,0,-12818,0,0,0,0
1482.7698030471802,Mount,0,,342,S,0,-12476,0,0,0,0
1483.1136119365692,Mount,0,,342,S,0,-12134,0,0,0,0
1483.45743393898,Mount,0,,342,S,0,-11792,0,0,0,0
1483.8012290000916,Mount,0,,342,S,0,-11450,0,0,0,0
1484.1450049877167,Mount,0,,342,S,0,-11108,0,0,0,0
1484.4889130592346,Mount,0,,342,S,0,-10766,0,0,0,0
1484.832750082016,Mount,0,,342,S,0,-10424,0,0,0,0
1485.1765129566193,Mount,0,,342,S,0,-10082,0,0,0,0
1485.5203940868378,Mount,0,,342,S,0,-9740,0,0,0,0
1485.8642609119415,Mount,0,,342,S,0,-9398,0,0,0,0
1486.2084789276123,Mount,0,,342,S,0,-9056,0,0,0,0
1486.5525341033936,Mount,0,,342,S,0,-8714,0,0,0,0
1486.8963730335236,Mount,0,,342,S,0,-8372,0,0,0,0
1487.2402839660645,Mount,0,,342,S,0,-8030,0,0,0,0
1487.5842471122742,Mount,0,,342,S,0,-7688,0,0,0,0
1487.92817902565,Mount,0,,342,S,0,-7346,0,0,0,0
1488.2722239494324,Mount,0,,342,S,0,-7004,0,0,0,0
1488.6161251068115,Mount,0,,342,S,0,-6662,0,0,0,0
1488.959722995758,Mount,0,,342,S,0,-6320,0,0,0,0
1489.30322098732,Mount,0,,342,S,0,-5978,0,0,0,0
1489.64697599411,Mount,0,,342,S,0,-5636,0,0,0,0
1489.9908819198608,Mount,0,,342,S,0,-5294,0,0,0,0
1490.3345789909363,Mount,0,,342,S,0,-4952,0,0,0,0
1490.6781160831451,Mount,0,,342,S,0,-4610,0,0,0,0
1491.022145986557,Mount,0,,342,S,0,-4268,0,0,0,0
1491.3660781383514,Mount,0,,342,S,0,-3926,0,0,0,0
1491.7100229263306,Mount,0,,342,S,0,-3584,0,0,0,0
1492.0543739795685,Mount,0,,342,S,0,-3242,0,0,0,0
1492.3983509540558,Mount,0,,342,S,0,-2900,0,0,0,0
1492.7421231269836,Mount,0,,342,S,0,-2558,0,0,0,0
1493.0861599445343,Mount,0,,342,S,0,-2216,0,0,0,0
1493.4302060604095,Mount,0,,342,S,0,-1874,0,0,0,0
1493.7742171287537,Mount,0,,342,S,0,-1532,0,0,0,0
1494.118019104004,Mount,0,,342,S,0,-1190,0,0,0,0
1494.4618890285492,Mount,0,,342,S,0,-848,0,0,0,0
1494.8058009147644,Mount,0,,342,S,0,-506,0,0,0,0
1495.1496980190277,Mount,0,,342,S,0,-164,0,0,0,0
1495.4936289787292,Mount,0,,164,S,0,0,0,0,0,0
1495.6900799274445,Mount,0,,342,N,0,19657,0,0,0,0
1496.0350379943848,Mount,0,,342,N,0,19316,0,0,0,0
1496.3795490264893,Mount,0,,342,N,0,18974,0,0,0,0
1496.7234570980072,Mount,0,,342,N,0,18632,0,0,0,0
1497.0758550167084,Mount,0,,342,N,0,18290,0,0,0,0
1497.422609090805,Mount,0,,342,N,0,17948,0,0,0,0
1497.7676739692688,Mount,0,,342,N,0,17606,0,0,0,0
1498.112627029419,Mount,0,,342,N,0,17264,0,0,0,0
1498.4571759700775,Mount,0,,342,N,0,16922,0,0,0,0
1498.8012781143188,Mount,0,,342,N,0,16580,0,0,0,0
1499.1451561450958,Mount,0,,342,N,0,16238,0,0,0,0
1499.4891860485077,Mount,0,,342,N,0,15896,0,0,0,0
1499.8329060077667,Mount,0,,342,N,0,15554,0,0,0,0
1500.1766440868378,Mount,0,,342,N,0,15212,0,0,0,0
1500.520504951477,Mount,0,,342,N,0,14870,0,0,0,0
1500.8644359111786,Mount,0,,342,N,0,14528,0,0,0,0
1501.2083430290222,Mount,0,,342,N,0,14186,0,0,0,0
1501.552425146103,Mount,0,,342,N,0,13844,0,0,0,0
1501.8963959217072,Mount,0,,342,N,0,13502,0,0,0,0
1502.2403070926666,Mount,0,,342,N,0,13160,0,0,0,0
1502.5843489170074,Mount,0,,342,N,0,12818,0,0,0,0
1502.9280350208282,Mount,0,,342,N,0,12476,0,0,0,0
1503.2716450691223,Mount,0,,342,N,0,12134,0,0,0,0
1503.6156029701233,Mount,0,,342,N,0,11792,0,0,0,0
1503.9596691131592,Mount,0,,342,N,0,11450,0,0,0,0
1504.303740978241,Mount,0,,342,N,0,11108,0,0,0,0
1504.6476900577545,Mount,0,,342,N,0,10766,0,0,0,0
1504.991704940796,Mount,0,,342,N,0,10424,0,0,0,0
1505.3356411457062,Mount,0,,342,N,0,10082,0,0,0,0
1505.6797320842743,Mount,0,,342,N,0,9740,0,0,0,0
1506.0238420963287,Mount,0,,342,N,0,9398,0,0,0,0
1506.3676481246948,Mount,0,,342,N,0,9056,0,0,0,0
1506.7116811275482,Mount,0,,342,N,0,8713,0,0,0,0
1507.055750131607,Mount,0,,342,N,0,8371,0,0,0,0
1507.3996839523315,Mount,0,,342,N,0,8029,0,0,0,0
1507.7438969612122,Mount,0,,342,N,0,7687,0,0,0,0
1508.0878479480743,Mount,0,,342,N,0,7345,0,0,0,0
1508.4317679405212,Mount,0,,342,N,0,7003,0,0,0,0
1508.7756769657135,Mount,0,,342,N,0,6661,0,0,0,0
1509.119549036026,Mount,0,,342,N,0,6319,0,0,0,0
