cvastrophoto version 0.1.0 [linux2], Log version 2.5. Log enabled at 2020-10-30 04:32:54


Controller Begins at 2020-10-30 04:33:00
Equipment Profile = default
Mount = N/A, Pier side = N/A
RA Minimum pulse = 50 ms
DEC Minimum pulse = 100 ms
RA Backlash comp, RA pulse = 5 ms, DEC pulse 50 ms
Time,AbsTime,mount,RADuration,RADirection,DECDuration,DECDirection,RADuty,DECDuty,RADriftSpeed,DECDriftSpeed,RAGearstate,DECGearState
237.9923231601715,1604032618.849333,Mount,500,E,0,,-4500,0,0,0,0,0
238.49331712722778,1604032619.350327,Mount,350,E,0,,-4150,0,0,0,0,0
238.84426307678223,1604032619.701273,Mount,350,E,0,,-3800,0,0,0,0,0
239.1952199935913,1604032620.05223,Mount,350,E,0,,-3450,0,0,0,0,0
239.546138048172,1604032620.403148,Mount,350,E,0,,-3100,0,0,0,0,0
239.8970742225647,1604032620.754084,Mount,350,E,0,,-2750,0,0,0,0,0
240.24803400039673,1604032621.105044,Mount,350,E,0,,-2400,0,0,0,0,0
240.5990731716156,1604032621.456083,Mount,350,E,0,,-2050,0,0,0,0,0
240.95519709587097,1604032621.812207,Mount,350,E,0,,-1699,0,0,0,0,0
241.30601906776428,1604032622.163029,Mount,350,E,0,,-1349,0,0,0,0,0
241.65692806243896,1604032622.513938,Mount,350,E,0,,-999,0,0,0,0,0
242.00786519050598,1604032622.864875,Mount,350,E,0,,-649,0,0,0,0,0
242.35881400108337,1604032623.215824,Mount,350,E,0,,-299,0,0,0,0,0
242.70979809761047,1604032623.566808,Mount,299,E,0,,0,0,0,0,0,0
243.04267120361328,1604032623.899681,Mount,350,W,0,,4649,0,0,0,0,0
243.3947811126709,1604032624.251791,Mount,350,W,0,,4299,0,0,0,0,0
243.74667716026306,1604032624.603687,Mount,350,W,0,,3949,0,0,0,0,0
244.0977602005005,1604032624.95477,Mount,350,W,0,,3599,0,0,0,0,0
244.44886922836304,1604032625.305879,Mount,350,W,0,,3249,0,0,0,0,0
244.7999711036682,1604032625.656981,Mount,350,W,0,,2899,0,0,0,0,0
245.15095210075378,1604032626.007962,Mount,350,W,0,,2549,0,0,0,0,0
245.50192403793335,1604032626.358934,Mount,350,W,0,,2199,0,0,0,0,0
245.852872133255,1604032626.709882,Mount,350,W,0,,1849,0,0,0,0,0
246.20374417304993,1604032627.060754,Mount,350,W,0,,1499,0,0,0,0,0
246.55463004112244,1604032627.41164,Mount,350,W,0,,1149,0,0,0,0,0
246.90559816360474,1604032627.762608,Mount,350,W,0,,799,0,0,0,0,0
247.25651907920837,1604032628.113529,Mount,350,W,0,,449,0,0,0,0,0
247.60718703269958,1604032628.464197,Mount,350,W,0,,99,0,0,0,0,0
247.9577121734619,1604032628.814722,Mount,99,W,0,,0,0,0,0,0,0
250.72332406044006,1604032631.580334,Mount,322,W,0,,0,0,0,0,0,0
256.50384402275085,1604032637.360854,Mount,322,W,0,,0,0,0,0,0,0
258.5231511592865,1604032639.380161,Mount,322,W,0,,0,0,0,0,0,0
261.8619170188904,1604032642.718927,Mount,323,W,0,,0,0,0,0,0,0
263.77326822280884,1604032644.630278,Mount,322,W,0,,0,0,0,0,0,0
267.0386691093445,1604032647.895679,Mount,322,W,0,,0,0,0,0,0,0
269.04776406288147,1604032649.904774,Mount,323,W,0,,0,0,0,0,0,0
272.4293010234833,1604032653.286311,Mount,322,W,0,,0,0,0,0,0,0
274.38831400871277,1604032655.245324,Mount,322,W,0,,0,0,0,0,0,0
277.6699950695038,1604032658.527005,Mount,322,W,0,,0,0,0,0,0,0
278.35861802101135,1604032659.215628,Mount,489,E,0,,-2732,0,0,0,0,0
278.8492901325226,1604032659.7063,Mount,342,E,0,,-2390,0,0,0,0,0
279.1936340332031,1604032660.050644,Mount,342,E,0,,-2048,0,0,0,0,0
279.5388090610504,1604032660.395819,Mount,342,E,0,,-1706,0,0,0,0,0
279.8836932182312,1604032660.740703,Mount,342,E,0,,-1364,0,0,0,0,0
280.22836208343506,1604032661.085372,Mount,342,E,0,,-1022,0,0,0,0,0
280.5731739997864,1604032661.430184,Mount,342,E,0,,-680,0,0,0,0,0
280.9182941913605,1604032661.775304,Mount,342,E,0,,-338,0,0,0,0,0
