cvastrophoto version 0.1.0 [linux2], Log version 2.5. Log enabled at 2021-07-02 23:20:53


Controller Begins at 2021-07-02 23:21:03
Equipment Profile = default
Mount = N/A, Pier side = N/A
RA Minimum pulse = 30 ms
DEC Minimum pulse = 80 ms
RA Backlash comp, RA pulse = 5 ms, DEC pulse 50 ms
Time,AbsTime,mount,RADuration,RADirection,DECDuration,DECDirection,RADuty,DECDuty,RADriftSpeed,DECDriftSpeed,RAGearstate,DECGearState
2378.4200279712677,1625270441.753242,Mount,1000,E,0,,-4000,0,0,0,0,0
2379.4219019412994,1625270442.755116,Mount,1000,E,0,,-3000,0,0,0,0,0
2380.42307806015,1625270443.756292,Mount,1000,E,0,,-2000,0,0,0,0,0
2381.423675060272,1625270444.756889,Mount,1000,E,0,,-1000,0,0,0,0,0
2382.424162864685,1625270445.757377,Mount,1000,E,0,,0,0,0,0,0,0
2383.7405259609222,1625270447.07374,Mount,1000,W,0,,4000,0,0,0,0,0
2384.742316007614,1625270448.07553,Mount,1000,W,0,,3000,0,0,0,0,0
2385.744197845459,1625270449.077412,Mount,1000,W,0,,2000,0,0,0,0,0
2386.745064020157,1625270450.078278,Mount,1000,W,0,,1000,0,0,0,0,0
2387.7460238933563,1625270451.079238,Mount,1000,W,0,,0,0,0,0,0,0
2391.7172968387604,1625270455.050511,Mount,969,W,0,,0,0,0,0,0,0
2397.803535938263,1625270461.13675,Mount,969,W,0,,0,0,0,0,0,0
2400.2770278453827,1625270463.610242,Mount,970,W,0,,0,0,0,0,0,0
2404.6198539733887,1625270467.953068,Mount,969,W,0,,0,0,0,0,0,0
2408.505537033081,1625270471.838751,Mount,969,W,0,,0,0,0,0,0,0
2410.9516699314117,1625270474.284884,Mount,970,W,0,,0,0,0,0,0,0
2414.898551940918,1625270478.231766,Mount,969,W,0,,0,0,0,0,0,0
2417.3695299625397,1625270480.702744,Mount,969,W,0,,0,0,0,0,0,0
2421.1584980487823,1625270484.491712,Mount,970,W,0,,0,0,0,0,0,0
2424.395784854889,1625270487.728999,Mount,1000,E,0,,-7724,0,0,0,0,0
2425.397831916809,1625270488.731046,Mount,1000,E,0,,-6724,0,0,0,0,0
2426.3992459774017,1625270489.73246,Mount,1000,E,0,,-5724,0,0,0,0,0
2427.4001450538635,1625270490.733359,Mount,1000,E,0,,-4724,0,0,0,0,0
2428.400822877884,1625270491.734037,Mount,1000,E,0,,-3724,0,0,0,0,0
2429.4016349315643,1625270492.734849,Mount,1000,E,0,,-2724,0,0,0,0,0
2430.4027490615845,1625270493.735963,Mount,1000,E,0,,-1724,0,0,0,0,0
2431.403748989105,1625270494.736963,Mount,1000,E,0,,-724,0,0,0,0,0
2432.404736995697,1625270495.737951,Mount,724,E,0,,0,0,0,0,0,0
2438.4467668533325,1625270501.779981,Mount,0,,1000,S,0,-29000,0,0,0,0
2439.447756052017,1625270502.78097,Mount,0,,1000,S,0,-28000,0,0,0,0
2440.448406934738,1625270503.781621,Mount,0,,1000,S,0,-27000,0,0,0,0
2441.449261903763,1625270504.782476,Mount,0,,1000,S,0,-26000,0,0,0,0
2442.4501190185547,1625270505.783333,Mount,0,,1000,S,0,-25000,0,0,0,0
2443.4510600566864,1625270506.784274,Mount,0,,1000,S,0,-24000,0,0,0,0
2444.452139854431,1625270507.785354,Mount,0,,1000,S,0,-23000,0,0,0,0
2445.4531030654907,1625270508.786317,Mount,0,,1000,S,0,-22000,0,0,0,0
2446.4541430473328,1625270509.787357,Mount,0,,1000,S,0,-21000,0,0,0,0
2447.455116033554,1625270510.78833,Mount,0,,1000,S,0,-20000,0,0,0,0
2448.455978870392,1625270511.789193,Mount,0,,1000,S,0,-19000,0,0,0,0
2449.4569289684296,1625270512.790143,Mount,0,,1000,S,0,-18000,0,0,0,0
2450.4578669071198,1625270513.791081,Mount,0,,1000,S,0,-17000,0,0,0,0
2451.458869934082,1625270514.792084,Mount,0,,1000,S,0,-16000,0,0,0,0
2452.459879875183,1625270515.793094,Mount,0,,1000,S,0,-15000,0,0,0,0
2453.4606080055237,1625270516.793822,Mount,0,,1000,S,0,-14000,0,0,0,0
2454.4615349769592,1625270517.794749,Mount,0,,1000,S,0,-13000,0,0,0,0
2455.4625449180603,1625270518.795759,Mount,0,,1000,S,0,-12000,0,0,0,0
2456.463557958603,1625270519.796772,Mount,0,,1000,S,0,-11000,0,0,0,0
2457.464607000351,1625270520.797821,Mount,0,,1000,S,0,-10000,0,0,0,0
2458.465847969055,1625270521.799062,Mount,0,,1000,S,0,-9000,0,0,0,0
2459.4671108722687,1625270522.800325,Mount,0,,1000,S,0,-8000,0,0,0,0
2460.473667860031,1625270523.806882,Mount,0,,1000,S,0,-7000,0,0,0,0
2461.4746170043945,1625270524.807831,Mount,0,,1000,S,0,-6000,0,0,0,0
2462.475589990616,1625270525.808804,Mount,0,,1000,S,0,-5000,0,0,0,0
2463.4767830371857,1625270526.809997,Mount,0,,1000,S,0,-4000,0,0,0,0
2464.4774239063263,1625270527.810638,Mount,0,,1000,S,0,-3000,0,0,0,0
2465.4828288555145,1625270528.816043,Mount,0,,1000,S,0,-2000,0,0,0,0
2466.4836790561676,1625270529.816893,Mount,0,,1000,S,0,-1000,0,0,0,0
2467.4846880435944,1625270530.817902,Mount,0,,1000,S,0,0,0,0,0,0
2468.7998859882355,1625270532.1331,Mount,0,,1000,N,0,29000,0,0,0,0
2469.801677942276,1625270533.134892,Mount,0,,1000,N,0,28000,0,0,0,0
2470.8026440143585,1625270534.135858,Mount,0,,1000,N,0,27000,0,0,0,0
2471.803411960602,1625270535.136626,Mount,0,,1000,N,0,26000,0,0,0,0
2472.8042550086975,1625270536.137469,Mount,0,,1000,N,0,25000,0,0,0,0
2473.8050520420074,1625270537.138266,Mount,0,,1000,N,0,24000,0,0,0,0
2474.8058989048004,1625270538.139113,Mount,0,,1000,N,0,23000,0,0,0,0
2475.8067100048065,1625270539.139924,Mount,0,,1000,N,0,22000,0,0,0,0
2476.8073449134827,1625270540.140559,Mount,0,,1000,N,0,21000,0,0,0,0
2477.80788397789,1625270541.141098,Mount,0,,1000,N,0,20000,0,0,0,0
2478.808658838272,1625270542.141873,Mount,0,,1000,N,0,19000,0,0,0,0
2479.80957198143,1625270543.142786,Mount,0,,1000,N,0,18000,0,0,0,0
2480.810667037964,1625270544.143881,Mount,0,,1000,N,0,17000,0,0,0,0
2481.8114428520203,1625270545.144657,Mount,0,,1000,N,0,16000,0,0,0,0
2482.812304019928,1625270546.145518,Mount,0,,1000,N,0,15000,0,0,0,0
2483.813400030136,1625270547.146614,Mount,0,,1000,N,0,14000,0,0,0,0
2484.81475687027,1625270548.147971,Mount,0,,1000,N,0,13000,0,0,0,0
